sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret,age_bucket,imc_cat
H,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,4346,célibataire,4.0,0.8,2024-08-22,655.0,,44140.2783513807,retraite,normal
F,oui,aucun,Normandie,oui,oui,1496,,,0.38,2024-01-17,578.0,,500.0,adulte,surpoids
H,non,aucun,Corse,oui,non,4736,veuf,,0.21,2021-04-18,791.0,979.06,500.0,jeune,obese
H,non,bac+2,Corse,oui,oui,3164,célibataire,,0.92,2020-01-13,,,8822.941755744061,senior,normal
H,non,bac+2,Île-de-France,oui,oui,3478,marié,,0.07,2020-02-09,360.0,5000.0,6223.473512088193,retraite,normal
H,non,aucun,Île-de-France,non,oui,3228,marié,3.0,0.17,2021-08-15,365.0,5000.0,9966.569824527503,retraite,normal
H,non,bac+2,Corse,non,oui,3614,veuf,,0.16,2020-12-21,,,13457.66564234683,retraite,surpoids
F,non,master,Bretagne,oui,oui,1312,veuf,,0.72,2023-01-26,591.0,10000.0,7722.341352709259,jeune,normal
H,oui,master,Corse,non,oui,3475,célibataire,5.0,0.9,2021-08-07,,384.87,25387.82843869536,retraite,surpoids
H,oui,aucun,Bretagne,non,oui,3670,marié,1.0,0.14,2021-09-15,462.0,10000.0,11221.231554459047,retraite,surpoids
H,oui,bac+2,Île-de-France,oui,non,981,marié,3.0,0.93,2023-09-19,,10000.0,500.0,jeune,surpoids
F,oui,bac+2,Normandie,non,non,4214,,,0.83,2025-05-20,463.0,356.37,500.0,retraite,normal
F,non,bac+2,Hauts-de-France,oui,non,3144,célibataire,,0.08,2024-08-22,,500.27,500.0,adulte,normal
H,oui,aucun,Île-de-France,non,oui,500,,3.0,0.49,2020-11-29,,5000.0,500.0,adulte,normal
F,non,doctorat,Île-de-France,oui,non,4051,marié,3.0,0.04,2020-01-14,,,500.0,adulte,surpoids
F,non,bac+2,Bretagne,oui,non,1181,,,0.01,2021-04-11,453.0,10000.0,500.0,adulte,obese
H,non,bac+2,Normandie,oui,oui,2279,marié,,0.01,2021-04-21,533.0,1041.05,7398.48773413049,retraite,insuffisant
F,non,master,Auvergne-Rhône-Alpes,non,oui,2105,divorcé,5.0,0.07,2024-11-04,643.0,5000.0,11142.536987554397,retraite,normal
H,non,bac+2,Bretagne,oui,non,768,,,0.84,2025-01-07,,620.27,500.0,senior,insuffisant
H,oui,aucun,Hauts-de-France,non,non,1028,célibataire,2.0,0.08,2024-03-23,,943.21,500.0,retraite,normal
H,non,aucun,Auvergne-Rhône-Alpes,non,oui,2034,,,0.13,2020-03-15,,5000.0,6465.21881959301,retraite,obese
F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,1247,célibataire,,0.61,2022-06-12,,5000.0,8829.759102630469,jeune,surpoids
F,non,aucun,Bretagne,non,oui,2173,marié,,0.64,2023-07-25,636.0,5000.0,3856.405968309079,retraite,insuffisant
H,non,doctorat,Bretagne,oui,non,1664,marié,5.0,0.91,2023-11-01,649.0,5000.0,500.0,jeune,normal
H,non,doctorat,Auvergne-Rhône-Alpes,non,oui,3281,marié,,0.0,2020-09-11,,10000.0,36088.68003761023,retraite,normal
H,non,bac+2,Corse,non,oui,2936,,,0.94,2022-10-26,,777.12,7225.907317019486,senior,insuffisant
H,oui,master,Provence-Alpes-Côte d’Azur,oui,non,500,marié,,0.18,2021-06-10,,5000.0,500.0,adulte,surpoids
F,non,bac,Île-de-France,oui,oui,2030,veuf,,0.09,2021-02-02,383.0,904.15,4324.106761321712,senior,normal
H,non,doctorat,Île-de-France,oui,non,4235,,,0.87,2020-05-11,395.0,5000.0,500.0,retraite,surpoids
F,oui,doctorat,Normandie,oui,oui,5114,divorcé,2.0,0.29,2025-03-19,803.0,10000.0,41376.08781332332,retraite,insuffisant
H,non,bac,Auvergne-Rhône-Alpes,non,oui,837,divorcé,,0.95,2020-04-28,584.0,661.46,4763.586320999428,senior,normal
H,oui,master,Bretagne,non,oui,2487,célibataire,,0.62,2023-12-09,,432.01,27516.125535642608,senior,obese
H,oui,bac+2,Occitanie,oui,non,1389,marié,,0.4,2024-09-15,,,500.0,retraite,normal
H,non,doctorat,Auvergne-Rhône-Alpes,non,non,961,,,0.58,2021-12-25,,565.01,500.0,senior,obese
H,oui,bac,Normandie,oui,oui,3347,célibataire,,0.07,2024-01-13,,10000.0,13411.54315593131,jeune,normal
F,oui,doctorat,Île-de-France,non,oui,1946,divorcé,,0.1,2025-03-07,483.0,10000.0,34349.68238527807,retraite,obese
H,non,aucun,Occitanie,oui,oui,1824,célibataire,,0.31,2021-06-01,580.0,10000.0,500.0,jeune,normal
H,oui,aucun,Occitanie,non,oui,2214,marié,5.0,0.78,2024-06-17,334.0,5000.0,14539.639304170918,senior,surpoids
H,non,aucun,Occitanie,non,oui,3147,célibataire,5.0,0.96,2022-08-08,,1008.04,13169.178127959767,adulte,obese
H,non,aucun,Île-de-France,non,non,2120,,,0.02,2021-06-10,,10000.0,500.0,adulte,insuffisant
H,non,aucun,Corse,non,non,1157,,4.0,0.86,2021-04-15,,,500.0,senior,surpoids
F,non,master,Île-de-France,non,non,3180,veuf,,0.99,2022-09-26,,10000.0,500.0,adulte,surpoids
H,oui,doctorat,Normandie,non,oui,3358,,2.0,0.29,2025-01-05,,10000.0,44674.44852984379,retraite,normal
F,oui,bac,Île-de-France,oui,oui,2636,veuf,,0.85,2020-08-17,704.0,10000.0,13138.509876864526,jeune,obese
H,oui,bac,Occitanie,non,oui,3763,célibataire,,0.59,2024-02-09,,-84.94,25146.04063938613,retraite,surpoids
H,oui,master,Occitanie,non,oui,684,célibataire,0.0,0.94,2024-08-13,,5000.0,22369.705545148503,senior,normal
F,non,bac,Provence-Alpes-Côte d’Azur,non,oui,506,,,0.62,2024-01-30,,514.72,500.0,retraite,insuffisant
H,non,bac+2,Bretagne,oui,oui,1342,divorcé,1.0,0.81,2020-07-07,687.0,5000.0,2664.456947528504,retraite,surpoids
H,oui,master,Provence-Alpes-Côte d’Azur,oui,non,500,veuf,,0.08,2020-01-06,758.0,10000.0,500.0,jeune,insuffisant
H,oui,bac,Corse,oui,oui,2428,divorcé,,0.7,2020-10-02,,10000.0,2307.626145249308,jeune,surpoids
F,oui,master,Occitanie,oui,oui,2549,célibataire,,0.85,2025-04-13,814.0,881.62,20827.550233081514,retraite,normal
H,oui,aucun,Île-de-France,non,non,5003,veuf,,0.34,2024-12-04,725.0,,10028.105100767592,retraite,normal
F,non,bac+2,Normandie,non,oui,3899,divorcé,5.0,0.04,2023-01-11,,5000.0,8419.826990118605,jeune,normal
H,non,bac,Provence-Alpes-Côte d’Azur,oui,non,500,marié,,0.34,2025-04-16,717.0,5000.0,500.0,retraite,surpoids
H,non,bac,Provence-Alpes-Côte d’Azur,non,oui,1452,veuf,,0.62,2023-09-28,,863.66,21543.854471365903,adulte,normal
F,oui,doctorat,Corse,oui,oui,1907,marié,0.0,0.96,2023-06-21,,5000.0,11787.714186008528,senior,normal
F,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,1597,divorcé,,0.55,2020-01-22,,5000.0,7506.01828747069,adulte,surpoids
F,oui,bac,Auvergne-Rhône-Alpes,non,oui,2167,divorcé,,0.77,2024-12-19,583.0,10000.0,14459.801111813127,retraite,surpoids
F,non,doctorat,Normandie,non,oui,4182,marié,2.0,0.23,2024-05-01,481.0,5000.0,23692.118874842086,jeune,obese
F,oui,aucun,Normandie,non,oui,2036,célibataire,,0.66,2023-09-27,758.0,10000.0,10445.169560967475,adulte,normal
F,non,doctorat,Corse,non,oui,2488,divorcé,2.0,0.13,2024-12-14,738.0,10000.0,10084.20742667185,senior,surpoids
H,oui,doctorat,Bretagne,non,oui,2147,divorcé,3.0,0.32,2025-05-03,794.0,1433.76,38752.70794554361,adulte,surpoids
H,non,aucun,Île-de-France,oui,non,2739,célibataire,4.0,0.21,2021-09-19,,1237.07,500.0,jeune,normal
F,oui,master,Hauts-de-France,non,non,1560,divorcé,1.0,0.61,2023-12-21,,716.55,500.0,senior,normal
H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,1055,veuf,,0.37,2020-12-06,409.0,5000.0,10813.386418770908,retraite,obese
F,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,2000,divorcé,,0.68,2025-02-25,307.0,762.46,15166.540827345963,senior,surpoids
F,non,master,Provence-Alpes-Côte d’Azur,oui,oui,739,,4.0,0.36,2022-02-03,673.0,,3494.0279961624865,retraite,surpoids
H,oui,bac+2,Auvergne-Rhône-Alpes,oui,non,3731,,,0.25,2020-03-08,669.0,5000.0,500.0,adulte,obese
H,non,doctorat,Île-de-France,oui,non,3946,célibataire,2.0,0.87,2021-06-14,,,1353.1672773618373,adulte,surpoids
H,oui,aucun,Corse,non,oui,1445,divorcé,,0.32,2024-05-16,,10000.0,500.0,adulte,obese
H,oui,bac,Normandie,oui,oui,3359,divorcé,4.0,0.03,2021-01-02,,5000.0,13127.833045043511,retraite,normal
F,oui,aucun,Occitanie,non,oui,689,,,0.22,2024-09-09,375.0,,1196.1595206774125,retraite,surpoids
F,non,bac+2,Occitanie,non,oui,543,veuf,1.0,0.2,2021-05-13,417.0,,13607.37323409482,senior,normal
F,non,master,Corse,non,oui,2021,,5.0,0.09,2022-03-09,408.0,5000.0,10515.386586844632,jeune,insuffisant
H,non,aucun,Île-de-France,oui,oui,1944,,3.0,0.97,2024-02-17,,847.29,10317.186204023566,jeune,insuffisant
H,non,aucun,Hauts-de-France,oui,oui,2712,,2.0,0.58,2024-01-06,484.0,,500.0,adulte,normal
H,oui,master,Bretagne,oui,non,500,célibataire,1.0,0.77,2020-06-17,,5000.0,500.0,jeune,surpoids
F,non,master,Normandie,non,non,2090,,,0.52,2022-02-12,,5000.0,500.0,adulte,surpoids
F,oui,aucun,Île-de-France,non,non,3489,divorcé,1.0,0.51,2020-06-02,392.0,10000.0,500.0,senior,normal
H,oui,master,Hauts-de-France,non,non,3145,marié,2.0,0.22,2025-01-31,331.0,,500.0,senior,obese
F,non,bac,Bretagne,oui,non,3408,marié,4.0,0.24,2024-06-05,592.0,1358.74,500.0,,obese
F,non,doctorat,Hauts-de-France,oui,oui,4719,marié,,0.96,2020-07-13,354.0,10000.0,7707.234746749922,retraite,surpoids
H,oui,aucun,Corse,oui,oui,1562,célibataire,2.0,0.11,2024-07-01,,437.27,500.0,adulte,surpoids
H,oui,bac+2,Corse,non,oui,2715,,,0.14,2022-05-17,725.0,,21726.62170552405,retraite,normal
H,non,bac,Normandie,non,oui,3392,veuf,,0.61,2020-02-12,315.0,,7924.425362383384,senior,normal
F,oui,bac+2,Auvergne-Rhône-Alpes,non,non,4121,marié,,0.92,2022-12-25,612.0,5000.0,500.0,adulte,surpoids
H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,non,3263,,5.0,0.49,2022-01-06,,5000.0,11607.042261402692,senior,surpoids
F,non,aucun,Provence-Alpes-Côte d’Azur,oui,oui,2629,,5.0,0.82,2021-05-15,672.0,1238.49,500.0,senior,surpoids
H,non,doctorat,Auvergne-Rhône-Alpes,oui,non,3285,marié,,1.0,2024-12-15,,5000.0,1612.0490492718752,retraite,insuffisant
F,non,bac+2,Occitanie,non,non,1762,marié,,0.09,2024-08-28,778.0,1063.08,500.0,jeune,obese
H,non,bac+2,Bretagne,oui,oui,2325,marié,2.0,0.36,2024-08-15,,,13930.217425514977,senior,normal
F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,non,3663,célibataire,5.0,0.31,2021-06-18,,660.47,500.0,senior,surpoids
F,non,aucun,Provence-Alpes-Côte d’Azur,non,non,660,,,0.89,2022-06-06,,10000.0,500.0,senior,insuffisant
F,oui,bac+2,Bretagne,non,oui,2449,,5.0,0.28,2025-02-08,643.0,5000.0,22641.101301571893,retraite,surpoids
F,oui,doctorat,Normandie,oui,oui,2944,veuf,3.0,0.76,2021-08-23,,10000.0,18577.47809652782,retraite,normal
H,oui,bac+2,Hauts-de-France,non,oui,2198,divorcé,,0.98,2020-04-01,579.0,815.53,16320.528614769964,retraite,normal
F,oui,master,Occitanie,oui,oui,3789,divorcé,,0.39,2024-10-13,750.0,,22691.59569651988,senior,normal
F,non,doctorat,Île-de-France,non,oui,5595,veuf,,0.07,2025-06-02,,438.9,34734.3985391662,senior,surpoids
H,non,aucun,Île-de-France,oui,non,3955,célibataire,,0.47,2023-05-04,507.0,,500.0,retraite,obese
H,non,bac+2,Bretagne,oui,oui,500,célibataire,4.0,0.21,2020-09-07,635.0,5000.0,3078.1464631230083,jeune,surpoids
H,non,aucun,Bretagne,oui,oui,4780,célibataire,1.0,0.14,2020-04-07,323.0,5000.0,500.0,adulte,normal
F,oui,aucun,Occitanie,non,oui,2322,divorcé,3.0,0.21,2024-01-06,565.0,361.76,9218.415009962817,adulte,insuffisant
F,oui,bac,Occitanie,oui,oui,5338,marié,4.0,1.0,2021-01-15,,1194.61,14652.438524097992,adulte,obese
F,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,3427,veuf,0.0,0.16,2024-03-14,,10000.0,24153.62967654251,retraite,surpoids
H,oui,bac+2,Île-de-France,non,oui,2766,célibataire,,0.8,2020-04-11,829.0,5000.0,33384.285938818604,senior,insuffisant
H,oui,bac,Normandie,non,non,516,veuf,,0.23,2024-12-18,810.0,386.33,500.0,adulte,normal
H,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,4119,marié,,0.27,2021-06-19,,,10029.912961687334,jeune,normal
H,oui,bac+2,Provence-Alpes-Côte d’Azur,non,non,953,,3.0,0.19,2024-09-14,,10000.0,2711.9290795820216,jeune,normal
F,non,bac,Auvergne-Rhône-Alpes,oui,non,4642,,,0.85,2024-04-07,797.0,,500.0,adulte,normal
F,oui,doctorat,Corse,non,oui,2816,divorcé,2.0,0.42,2022-01-04,322.0,750.86,19810.33008697724,retraite,obese
F,oui,master,Bretagne,non,non,500,,,0.4,2024-08-08,,10000.0,500.0,senior,insuffisant
F,oui,bac,Hauts-de-France,non,oui,983,veuf,4.0,0.64,2020-05-30,,,3525.3553636837214,retraite,normal
F,oui,aucun,Hauts-de-France,non,non,2674,,4.0,0.33,2020-10-16,,10000.0,500.0,retraite,surpoids
F,oui,doctorat,Occitanie,oui,oui,3941,veuf,0.0,0.21,2023-02-11,689.0,,24129.908134658064,jeune,insuffisant
F,non,aucun,Auvergne-Rhône-Alpes,oui,oui,712,célibataire,,0.35,2022-01-27,,10000.0,500.0,retraite,normal
H,non,bac+2,Corse,oui,oui,4624,célibataire,5.0,0.65,2020-04-04,,5000.0,7378.672628788799,adulte,normal
H,oui,doctorat,Occitanie,oui,oui,3357,veuf,,0.1,2024-07-24,,5000.0,27679.90425032954,adulte,normal
F,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,500,,5.0,0.82,2024-10-17,306.0,10000.0,500.0,jeune,normal
H,oui,bac+2,Corse,non,oui,3566,marié,0.0,0.95,2024-07-19,721.0,10000.0,16998.042216951613,jeune,surpoids
H,oui,aucun,Bretagne,non,oui,2555,divorcé,4.0,0.77,2020-02-03,,588.38,13989.15152146103,adulte,normal
H,oui,master,Occitanie,oui,oui,2238,,,0.06,2023-07-23,409.0,282.36,17327.298501416488,retraite,insuffisant
H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,1080,,,0.86,2021-04-12,385.0,1061.44,6210.9714310042045,,normal
F,non,bac,Hauts-de-France,oui,non,2496,,,0.57,2024-04-07,,,500.0,jeune,insuffisant
H,oui,bac,Bretagne,non,oui,1504,veuf,,0.71,2023-08-29,513.0,5000.0,17952.90253759461,jeune,insuffisant
F,non,bac,Corse,non,non,1331,divorcé,4.0,0.35,2020-02-12,,10000.0,500.0,retraite,obese
F,oui,doctorat,Hauts-de-France,non,oui,1795,veuf,1.0,0.75,2021-03-13,,5000.0,29891.85154521261,adulte,normal
F,oui,master,Normandie,oui,non,952,,4.0,0.43,2022-10-08,,5000.0,500.0,senior,normal
F,non,doctorat,Occitanie,non,non,2388,divorcé,,0.44,2024-01-28,829.0,786.84,500.0,retraite,normal
H,non,aucun,Hauts-de-France,oui,non,4300,,,0.88,2020-01-17,738.0,10000.0,500.0,retraite,normal
H,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,3766,célibataire,3.0,0.02,2023-10-17,,,33679.173231254215,adulte,normal
H,non,doctorat,Île-de-France,non,non,3897,marié,,0.64,2022-07-23,727.0,,16115.295437715207,senior,normal
H,oui,master,Corse,non,non,3816,veuf,0.0,0.32,2024-10-27,460.0,10000.0,500.0,retraite,normal
H,non,bac+2,Corse,oui,non,1421,divorcé,2.0,0.16,2020-07-10,602.0,939.07,500.0,retraite,surpoids
F,non,doctorat,Hauts-de-France,oui,non,500,marié,,0.45,2022-02-07,,10000.0,500.0,senior,surpoids
F,oui,master,Hauts-de-France,non,oui,954,marié,1.0,0.48,2024-07-17,701.0,10000.0,14119.086134569843,adulte,obese
F,non,doctorat,Occitanie,non,non,2845,veuf,3.0,0.13,2022-10-11,,,500.0,jeune,surpoids
F,non,aucun,Bretagne,non,non,1643,veuf,1.0,0.8,2023-04-26,592.0,,500.0,senior,insuffisant
H,non,bac+2,Île-de-France,non,oui,1281,,4.0,0.29,2025-03-30,,5000.0,15673.170948873523,senior,obese
F,oui,master,Bretagne,non,non,2465,marié,,0.99,2023-05-21,480.0,5000.0,500.0,retraite,normal
H,non,aucun,Provence-Alpes-Côte d’Azur,oui,oui,2024,,,0.02,2020-03-01,356.0,,500.0,jeune,surpoids
F,non,bac+2,Corse,oui,oui,3740,,4.0,0.24,2020-10-17,601.0,1047.49,1585.500947334095,retraite,insuffisant
H,non,bac+2,Normandie,non,non,2618,divorcé,5.0,0.84,2022-06-10,690.0,5000.0,500.0,jeune,surpoids
H,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,1352,divorcé,,0.54,2025-06-07,528.0,10000.0,500.0,retraite,normal
F,oui,bac,Île-de-France,oui,non,2764,divorcé,,0.9,2024-07-27,,,500.0,adulte,normal
H,oui,doctorat,Corse,non,non,3898,célibataire,,0.8,2022-09-25,312.0,10000.0,500.0,jeune,obese
F,non,aucun,Corse,non,oui,2323,,,0.55,2021-03-16,421.0,10000.0,500.0,adulte,surpoids
H,non,doctorat,Île-de-France,non,oui,1957,divorcé,1.0,0.61,2020-12-20,,,24927.37401204081,jeune,obese
F,oui,doctorat,Bretagne,non,non,2921,,,0.59,2021-05-17,,10000.0,3502.5767038651966,jeune,normal
H,oui,bac,Auvergne-Rhône-Alpes,oui,oui,1490,veuf,,0.6,2025-04-07,,10000.0,10465.107820126936,retraite,insuffisant
H,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,3426,veuf,,0.78,2021-02-05,474.0,5000.0,2333.9381746266963,senior,normal
H,oui,doctorat,Normandie,non,oui,2448,veuf,5.0,0.8,2024-05-01,,,21967.591368409256,adulte,surpoids
H,non,master,Auvergne-Rhône-Alpes,non,oui,2694,divorcé,,0.67,2022-12-15,,1564.7,23216.950739255062,senior,normal
F,non,bac+2,Corse,non,oui,4352,célibataire,,0.52,2020-07-05,680.0,,21658.317488145574,jeune,normal
F,oui,bac,Bretagne,non,oui,1809,célibataire,,0.53,2020-01-18,343.0,5000.0,12348.35324308617,jeune,normal
H,oui,master,Bretagne,oui,non,500,divorcé,2.0,0.67,2022-12-20,,10000.0,500.0,senior,normal
F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,3703,,,1.0,2025-04-12,,1129.65,25850.41220749293,retraite,normal
H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,2347,marié,,0.28,2022-05-15,,5000.0,9996.230993867848,retraite,normal
F,oui,doctorat,Bretagne,oui,oui,2239,divorcé,,0.23,2023-02-17,345.0,10000.0,25537.33787656232,retraite,insuffisant
H,oui,master,Bretagne,oui,oui,3082,,4.0,0.51,2020-05-12,376.0,1204.73,22094.54361026653,adulte,obese
F,non,bac+2,Bretagne,non,oui,3987,veuf,,0.12,2023-11-05,423.0,10000.0,24725.97003832324,adulte,surpoids
F,non,aucun,Île-de-France,non,oui,2038,divorcé,,0.3,2025-04-06,,,7959.881414925938,retraite,normal
H,oui,master,Occitanie,oui,non,943,,1.0,0.82,2020-07-22,,5000.0,500.0,retraite,obese
H,oui,bac,Normandie,oui,oui,2178,,1.0,0.02,2020-12-07,,442.28,8789.42175858382,senior,surpoids
H,non,doctorat,Auvergne-Rhône-Alpes,non,non,4348,veuf,3.0,0.36,2022-11-21,308.0,5000.0,7017.518016140904,adulte,obese
F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,2881,,,0.32,2020-11-14,846.0,672.12,14744.37863906222,,normal
F,oui,bac+2,Occitanie,non,oui,3498,célibataire,,0.57,2021-11-10,576.0,820.66,26104.48149254258,senior,surpoids
H,non,bac,Hauts-de-France,oui,oui,4593,marié,,1.0,2022-10-28,682.0,1040.14,500.0,retraite,obese
F,oui,master,Auvergne-Rhône-Alpes,non,oui,878,divorcé,,0.28,2020-08-16,,10000.0,22841.30233450704,senior,surpoids
F,non,master,Corse,non,non,1184,veuf,,0.24,2022-01-01,,,500.0,retraite,obese
F,oui,master,Auvergne-Rhône-Alpes,non,non,2655,célibataire,3.0,0.19,2020-08-29,589.0,,500.0,jeune,normal
H,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,2737,célibataire,,0.33,2024-08-18,,,7248.77852935037,adulte,normal
H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,1415,célibataire,0.0,0.23,2023-01-10,,652.06,37943.66607221247,adulte,surpoids
H,oui,bac+2,Occitanie,oui,oui,1922,marié,3.0,0.18,2025-03-24,325.0,10000.0,13707.45929461847,adulte,obese
F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,non,2674,marié,,0.44,2023-06-28,379.0,5000.0,500.0,adulte,insuffisant
F,oui,doctorat,Île-de-France,oui,oui,2687,célibataire,,0.28,2020-06-28,437.0,,25982.77311338648,jeune,normal
H,non,aucun,Normandie,non,oui,1775,marié,,0.41,2023-03-24,388.0,5000.0,500.0,adulte,obese
H,oui,bac,Auvergne-Rhône-Alpes,non,oui,1821,divorcé,,0.65,2025-01-09,346.0,,22357.585172685336,adulte,insuffisant
H,non,aucun,Bretagne,oui,oui,2173,veuf,,0.9,2021-02-02,,1176.16,6670.426071930331,jeune,surpoids
F,oui,master,Bretagne,oui,oui,4984,,5.0,0.11,2022-09-16,,,24084.668012013437,retraite,normal
H,non,doctorat,Corse,oui,oui,2779,,,0.54,2020-11-25,,,7359.120056809559,jeune,obese
F,oui,doctorat,Île-de-France,oui,non,2878,marié,,0.84,2023-05-20,817.0,,500.0,adulte,surpoids
F,non,bac+2,Normandie,non,oui,2959,marié,,0.28,2023-07-27,332.0,591.6,9706.323833309494,retraite,surpoids
F,non,aucun,Occitanie,oui,oui,2493,veuf,,0.6,2021-07-12,360.0,,500.0,senior,normal
H,non,bac,Île-de-France,oui,non,1244,,3.0,0.56,2025-03-09,,10000.0,500.0,adulte,obese
F,non,bac+2,Occitanie,oui,non,3284,divorcé,,0.14,2023-08-11,,802.84,500.0,adulte,obese
F,oui,bac,Île-de-France,oui,oui,563,célibataire,2.0,0.34,2023-11-22,,,9369.040669203156,jeune,surpoids
F,oui,master,Île-de-France,non,oui,6395,veuf,2.0,0.28,2021-07-28,454.0,5000.0,43793.40987320917,jeune,insuffisant
H,oui,bac+2,Normandie,non,oui,2509,célibataire,2.0,0.73,2023-05-11,,,23922.51702990553,senior,obese
F,non,doctorat,Occitanie,oui,non,1681,divorcé,,0.55,2024-05-16,,,500.0,jeune,normal
F,oui,aucun,Occitanie,oui,non,919,veuf,,0.91,2020-10-01,,5000.0,500.0,jeune,surpoids
H,non,bac,Auvergne-Rhône-Alpes,oui,oui,3474,veuf,,0.8,2024-06-05,,,6543.066204804038,jeune,surpoids
F,non,bac,Normandie,oui,non,1064,,1.0,0.46,2021-02-08,,5000.0,500.0,retraite,surpoids
F,non,bac+2,Auvergne-Rhône-Alpes,oui,non,781,divorcé,,0.41,2025-04-21,697.0,5000.0,500.0,senior,normal
F,oui,aucun,Normandie,non,oui,4390,divorcé,3.0,0.67,2024-03-07,426.0,690.66,14012.200182967728,senior,normal
F,oui,master,Occitanie,oui,oui,2389,veuf,0.0,0.29,2020-09-23,,5000.0,10753.667066031348,retraite,obese
H,non,master,Normandie,oui,oui,3129,,5.0,0.15,2022-01-24,329.0,5000.0,8885.739684953534,retraite,surpoids
F,non,bac,Provence-Alpes-Côte d’Azur,non,non,2261,divorcé,,0.42,2020-09-07,729.0,5000.0,500.0,jeune,normal
F,oui,aucun,Bretagne,oui,non,2690,,,0.24,2022-01-27,449.0,,500.0,senior,surpoids
H,non,aucun,Occitanie,oui,oui,3460,divorcé,3.0,0.32,2020-04-18,806.0,10000.0,500.0,senior,normal
H,oui,aucun,Bretagne,oui,oui,3739,veuf,1.0,0.37,2020-02-25,751.0,10000.0,21363.86978002991,senior,normal
H,non,aucun,Auvergne-Rhône-Alpes,oui,oui,3158,marié,,0.5,2024-03-31,,1515.38,11341.57267223602,senior,obese
H,oui,doctorat,Occitanie,non,oui,3842,marié,,0.49,2024-06-27,,1280.81,36719.43197600967,senior,normal
F,non,doctorat,Normandie,oui,non,2095,veuf,4.0,0.62,2025-03-26,,469.35,500.0,jeune,normal
H,oui,aucun,Île-de-France,oui,oui,1684,divorcé,3.0,0.65,2022-09-16,,5000.0,10523.96180035895,adulte,normal
F,non,aucun,Bretagne,oui,oui,500,,0.0,0.75,2023-08-01,,10000.0,500.0,jeune,surpoids
H,oui,aucun,Occitanie,non,oui,6143,célibataire,,0.6,2022-03-19,,,23778.631527040478,jeune,surpoids
F,oui,bac+2,Normandie,non,non,1466,,,0.73,2023-10-17,,738.05,500.0,senior,surpoids
F,oui,doctorat,Occitanie,non,non,2262,divorcé,2.0,0.88,2021-10-01,800.0,10000.0,1976.3990057892368,adulte,normal
F,oui,doctorat,Auvergne-Rhône-Alpes,oui,non,2287,divorcé,,0.78,2022-08-11,552.0,10000.0,500.0,jeune,surpoids
F,oui,bac+2,Occitanie,non,oui,3386,célibataire,,0.46,2022-06-28,,,18440.22306409596,jeune,normal
H,non,aucun,Hauts-de-France,oui,non,2118,,2.0,0.45,2023-06-01,692.0,10000.0,500.0,adulte,obese
F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,1908,célibataire,,0.7,2022-07-28,690.0,10000.0,10320.419207367797,jeune,normal
H,non,aucun,Occitanie,oui,non,2473,célibataire,1.0,0.09,2020-01-03,,5000.0,500.0,senior,normal
H,oui,bac+2,Île-de-France,non,oui,3458,célibataire,,0.41,2021-01-11,560.0,808.5,39319.052036658766,adulte,surpoids
F,non,master,Occitanie,non,oui,4705,célibataire,,0.78,2025-01-31,721.0,5000.0,24448.567538240044,retraite,insuffisant
H,oui,doctorat,Île-de-France,non,oui,3559,divorcé,4.0,0.76,2025-02-01,802.0,10000.0,53192.0535087188,retraite,surpoids
F,oui,aucun,Île-de-France,oui,non,920,marié,1.0,0.23,2022-12-12,514.0,1044.23,500.0,adulte,insuffisant
H,non,bac,Occitanie,oui,oui,2117,veuf,2.0,0.4,2022-11-30,,10000.0,500.0,jeune,normal
F,non,aucun,Normandie,oui,non,1050,marié,,0.53,2023-01-08,653.0,5000.0,500.0,senior,surpoids
F,oui,bac,Auvergne-Rhône-Alpes,oui,oui,5088,célibataire,3.0,0.92,2024-07-30,,,21401.53947880728,jeune,obese
F,oui,bac,Île-de-France,oui,oui,3989,veuf,,0.13,2020-07-31,,468.86,11503.264208352017,senior,obese
H,oui,aucun,Hauts-de-France,oui,non,3264,,,0.28,2021-01-02,625.0,,500.0,senior,surpoids
